Journal title,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
"Current Chemical Genomics and Translational Medicine","Curr Chem Genom Transl Med","","2213-9885","Bentham Science Publishers","","v.12;2018","v.7;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2315/
"Current Chemical Genomics","Curr Chem Genomics","","1875-3973","Bentham Science Publishers","","v.6;2012","v.1;2008","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/1154/
"Current Controlled Trials in Cardiovascular Medicine","Curr Control Trials Cardiovasc Med","1468-6708","1468-6694","BMC","","v.6(1);2005","v.1;2000","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/608/
"Current Developments in Nutrition","Curr Dev Nutr","","2475-2991","American Society for Nutrition","","v.8(6);Jun 2024","v.1;2017","Immediate","Some"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Curr+Dev+Nutr%22%5Bjournal%5D
"Current Genomics","Curr Genomics","1389-2029","1875-5488","Bentham Science Publishers","","v.24(5);Dec 20, 2023","v.7;2006","6 months","Some"," Full "," ",http://europepmc.org/journals/604/
"Current Gerontology and Geriatrics Research","Curr Gerontol Geriatr Res","1687-7063","1687-7071","Wiley","","v.2023;2023","v.2008;2008","Immediate","All"," Full "," ",http://europepmc.org/journals/543/
"Current Health Sciences Journal","Curr Health Sci J","2067-0656","2069-4032","Editura Medical&#x0103; Universitar&#x0103;","","v.50(1);Jan-Mar 2024","v.35;2009","Immediate","Some"," Full "," ",http://europepmc.org/journals/2424/
"Current Issues in Molecular Biology","Curr Issues Mol Biol","1467-3037","1467-3045","Multidisciplinary Digital Publishing Institute  (MDPI)","","v.46(5);May 2024","v.43;2021","Immediate","All"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Curr+Issues+Mol+Biol%22%5Bjournal%5D
"Current Issues in Personality Psychology","Curr Issues Personal Psychol","2353-4192","2353-561X","University of Gdansk, Institute of Psychology","","v.12(2);2024","v.9;2021","Immediate","All"," Full "," ",http://europepmc.org/journals/4578/
"Current Journal of Neurology","Curr J Neurol","","2717-011X","Tehran University of Medical Sciences","","v.22(4);Oct 7, 2023","v.19;2020","Immediate","All"," Full "," ",http://europepmc.org/journals/3983/
"Current Medical Mycology","Curr Med Mycol","2423-3439","2423-3420","Mazandaran University of Medical Sciences","","v.9(3);Sep 2023","v.1;2015","Immediate","All"," Full "," ",http://europepmc.org/journals/3205/
"Current Neuropharmacology","Curr Neuropharmacol","1570-159X","1875-6190","Bentham Science Publishers","","v.22(6);Jan 24, 2024","v.3;2005","6 months","Some"," Full "," ",http://europepmc.org/journals/605/
"Current Oncology","Curr Oncol","1198-0052","1718-7729","Multidisciplinary Digital Publishing Institute  (MDPI)","","v.31(5);May 2024","v.13;2006","Immediate","Some"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Curr+Oncol%22%5Bjournal%5D
"Current Research in Food Science","Curr Res Food Sci","","2665-9271","Elsevier","","v.8;2024","v.1;2019","Immediate","Some"," Full "," ",http://europepmc.org/journals/3953/
"Current Research in Immunology","Curr Res Immunol","","2590-2555","Elsevier","","v.5;2024","v.1;2020","Immediate","Some"," Full "," ",http://europepmc.org/journals/4230/
"Current Research in Insect Science","Curr Res Insect Sci","","2666-5158","Elsevier","","v.5;2024","v.1;2021","Immediate","Some"," Full "," ",http://europepmc.org/journals/4284/
"Current Research in Microbial Sciences","Curr Res Microb Sci","","2666-5174","Elsevier","","v.6;2024","v.1;2020","Immediate","Some"," Full "," ",http://europepmc.org/journals/4163/
"Current Research in Neurobiology","Curr Res Neurobiol","","2665-945X","Elsevier","","v.6;2024","v.1;2020","Immediate","Some"," Full "," ",http://europepmc.org/journals/4314/
"Current Research in Parasitology &#x0026; Vector-borne Diseases","Curr Res Parasitol Vector Borne Dis","","2667-114X","Elsevier","","v.5;2024","v.1;2021","Immediate","Some"," Full "," ",http://europepmc.org/journals/4205/
"Current Research in Pharmacology and Drug Discovery","Curr Res Pharmacol Drug Discov","","2590-2571","Elsevier","","v.6;2024","v.1;2020","Immediate","Some"," Full "," ",http://europepmc.org/journals/4166/
"Current Research in Physiology","Curr Res Physiol","","2665-9441","Elsevier","","v.7;2024","v.1;2019","Immediate","Some"," Full "," ",http://europepmc.org/journals/4152/
"Current Research in Structural Biology","Curr Res Struct Biol","","2665-928X","Elsevier","","v.7;2024","v.1;2019","Immediate","Some"," Full "," ",http://europepmc.org/journals/4092/
"Current Research in Toxicology","Curr Res Toxicol","","2666-027X","Elsevier","","v.6;2024","v.1;2020","Immediate","Some"," Full "," ",http://europepmc.org/journals/4110/
"Current Reviews in Musculoskeletal Medicine","Curr Rev Musculoskelet Med","1935-973X","1935-9748","Humana Press","","v.17(7);Jul 2024","v.1;2008","Immediate","Some"," Full "," ",http://europepmc.org/journals/595/
"Current Therapeutic Research, Clinical and Experimental","Curr Ther Res Clin Exp","0011-393X","1879-0313","Elsevier","","v.100;2024","v.64;2003","Immediate","Some"," Full "," ",http://europepmc.org/journals/2304/
"Current Urology","Curr Urol","1661-7649","1661-7657","Wolters Kluwer Health","","v.18(1);Mar 2024","v.6;2012","Immediate","Some"," Full "," ",http://europepmc.org/journals/2466/
"Current Zoology","Curr Zool","1674-5507","2396-9814","Oxford University Press","","v.70(2);Apr 2024","v.61;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/3352/
"CVIR Endovascular","CVIR Endovasc","","2520-8934","Springer","","v.7;Dec 2024","v.1;2018","Immediate","All"," Full "," ",http://europepmc.org/journals/3776/
"Cyberpsychology, Behavior and Social Networking","Cyberpsychol Behav Soc Netw","2152-2715","2152-2723","Mary Ann Liebert, Inc.","","v.27(3);March 2024","v.13;2010","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Cyberpsychol+Behav+Soc+Netw%22%5Bjournal%5D
"Cyborg and Bionic Systems","Cyborg Bionic Syst","2097-1087","2692-7632","American Association for the Advancement of Science (AAAS) and Beijing Institute of Technology Press","","v.5;2024","v.2020;2020","Immediate","All"," Full "," ",http://europepmc.org/journals/4320/
"Cytogenetic and Genome Research","Cytogenet Genome Res","1424-8581","1424-859X","Karger Publishers","","v.139(4);May 2013","v.118;2007","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Cytogenet+Genome+Res%22%5Bjournal%5D
"CytoJournal","Cytojournal","0974-5963","1742-6413","Cytopathology Foundation, Inc.","","v.21;2024","v.1;2004","Immediate","All"," Full "," ",http://europepmc.org/journals/609/
"Cytokine: X","Cytokine X","","2590-1532","Elsevier","","v.4(2-3);Jun 2022","v.1;2019","","Some"," Full "," No New Content ",http://europepmc.org/journals/4029/
"Cytotechnology","Cytotechnology","0920-9069","1573-0778","Springer Science+Business Media B.V.","","v.76(2);Apr 2024","v.23;1997","12 months or less","Some"," Full "," ",http://europepmc.org/journals/610/
"Daniel's Texas Medical Journal","Daniels Tex Med J","0892-8487","","Biomedical Journal Digitization Project","","v.8(12);Jun 1893","v.1;1885","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/4424/
"DARU Journal of Pharmaceutical Sciences","Daru","1560-8115","2008-2231","Springer","","v.32(1);Jun 2024","v.18;2010","12 months","Some"," Full "," ",http://europepmc.org/journals/1853/
"Data in Brief","Data Brief","","2352-3409","Elsevier","","v.55;Aug 2024","v.1;2014","Immediate","Some"," Full "," ",http://europepmc.org/journals/2753/
"Database: The Journal of Biological Databases and Curation","Database (Oxford)","","1758-0463","Oxford University Press","","v.2024;2024","v.2009;2009","Immediate","Some"," Full "," ",http://europepmc.org/journals/612/
"Degenerative Neurological and Neuromuscular Disease","Degener Neurol Neuromuscul Dis","","1179-9900","Dove Press","","v.14;2024","v.2;2012","Immediate","Some"," Full "," ",http://europepmc.org/journals/3458/
"Delaware Journal of Public Health","Dela J Public Health","","2639-6378","Delaware Academy of Medicine &#x002F; Delaware Public Health Association","","v.10(1);Mar 2024","v.1;2015","Immediate","All"," Full "," ",http://europepmc.org/journals/4125/
"Dementia and Geriatric Cognitive Disorders EXTRA","Dement Geriatr Cogn Dis Extra","","1664-5464","Karger Publishers","","v.14(1);Jan-Dec 2024","v.1;2011","Immediate","Some"," Full "," ",http://europepmc.org/journals/1733/
"Dementia and Geriatric Cognitive Disorders","Dement Geriatr Cogn Disord","1420-8008","1421-9824","Karger Publishers","","v.43(3-4);Apr 2017","v.26;2008","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Dement+Geriatr+Cogn+Disord%22%5Bjournal%5D
"Dementia and Neurocognitive Disorders","Dement Neurocogn Disord","1738-1495","2384-0757","Korean Dementia Association","","v.23(2);Apr 2024","v.15;2016","Immediate","All"," Full "," ",http://europepmc.org/journals/3623/
"Dementia &#x0026; Neuropsychologia","Dement Neuropsychol","1980-5764","2764-4863","Academia Brasileira de Neurologia","","v.18;2024","v.1;2007","Immediate","All"," Full "," ",http://europepmc.org/journals/3296/
"Demography","Demography","0070-3370","1533-7790","The Population Association of America","","v.47(4);Nov 2010","v.45;2008","","No"," Full "," No New Content ",http://europepmc.org/journals/617/
"DEN Open","DEN Open","","2692-4609","Wiley","","v.5(1);Apr 2025","v.4;2021","Immediate","All"," Full "," ",http://europepmc.org/journals/4210/
"Dentistry Journal","Dent J (Basel)","","2304-6767","Multidisciplinary Digital Publishing Institute  (MDPI)","","v.12(5);May 2024","v.3;2015","Immediate","All"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Dent+J+(Basel)%22%5Bjournal%5D
"The Dental Register","Dent Regist","","","Biomedical Journal Digitization Project","","v.77(10);Oct 1923","v.1;1847","","All"," Full "," No New Content ",http://europepmc.org/journals/4041/
"The Dental Reporter","Dent Report","","","Biomedical Journal Digitization Project","","v.1(4);Feb 1859","v.1;1858","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/4032/
"Dental Research Journal","Dent Res J (Isfahan)","1735-3327","2008-0255","Wolters Kluwer -- Medknow Publications","","v.21;2024","v.6;2009","Immediate","All"," Full "," ",http://europepmc.org/journals/1513/
"Dental Press Journal of Orthodontics","Dental Press J Orthod","2176-9451","2177-6709","Dental Press International","","v.29(2);2024","v.19;2014","Immediate","All"," Full "," ",http://europepmc.org/journals/2653/
"Dentomaxillofacial Radiology","Dentomaxillofac Radiol","0250-832X","1476-542X","Oxford University Press","","v.53(4);May 2024","v.39;2010","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Dentomaxillofac+Radiol%22%5Bjournal%5D
"Depression Research and Treatment","Depress Res Treat","2090-1321","2090-133X","Wiley","","v.2024;2024","v.2010;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/1421/
"Dermato-endocrinology","Dermatoendocrinol","1938-1972","1938-1980","Taylor &#x0026; Francis","","v.10(1);2018","v.1;2009","","Some"," Full "," No New Content ",http://europepmc.org/journals/618/
"Dermatology Practical &#x0026; Conceptual","Dermatol Pract Concept","","2160-9381","Mattioli 1885","","v.14(2);Apr 2024","v.1;2011","Immediate","Some"," Full "," ",http://europepmc.org/journals/2140/
"Dermatology Reports","Dermatol Reports","2036-7392","2036-7406","PAGEPress","","v.16(1);Mar 12, 2024","v.1;2009","Immediate","All"," Full "," ",http://europepmc.org/journals/2595/
"Dermatology Research and Practice","Dermatol Res Pract","1687-6105","1687-6113","Wiley","","v.2024;2024","v.2009;2009","Immediate","All"," Full "," ",http://europepmc.org/journals/635/
"Dermatology and Therapy","Dermatol Ther (Heidelb)","2193-8210","2190-9172","Springer","","v.14(6);Jun 2024","v.1;2011","Immediate","Some"," Full "," ",http://europepmc.org/journals/2158/
"Dermatology (Basel, Switzerland)","Dermatology","1018-8665","1421-9832","Karger Publishers","","v.223(4);Mar 2012","v.217;2008","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Dermatology%22%5Bjournal%5D
"Dermatopathology","Dermatopathology (Basel)","","2296-3529","Multidisciplinary Digital Publishing Institute  (MDPI)","","v.11(2);Jun 2024","v.1;2014","Immediate","Some"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Dermatopathology+(Basel)%22%5Bjournal%5D
"Designed Monomers and Polymers","Des Monomers Polym","1385-772X","1568-5551","Taylor &#x0026; Francis","","v.27(1);2024","v.20;2017","Immediate","All"," Full "," ",http://europepmc.org/journals/3353/
"Developmental Cognitive Neuroscience","Dev Cogn Neurosci","1878-9293","1878-9307","Elsevier","","v.67;Jun 2024","v.1;2011","Immediate","Some"," Full "," ",http://europepmc.org/journals/3763/
"Developmental Immunology","Dev Immunol","1044-6672","","Wiley","","v.9(4);Dec 2002","v.1;1990","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/620/
"Developmental Neuroscience","Dev Neurosci","0378-5866","1421-9859","Karger Publishers","","v.35(2-3);Jul 2013","v.31;2009","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Dev+Neurosci%22%5Bjournal%5D
"Developmental Period Medicine","Dev Period Med","1428-345X","2354-0060","De Gruyter","","v.23(3);Sep 2019","v.21;2017","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/4157/
"Development &#x0026; Reproduction","Dev Reprod","2465-9525","2465-9541","Korean Society of Developmental Biology","","v.28(1);Mar 2024","v.16;2012","Immediate","All"," Full "," ",http://europepmc.org/journals/2705/
"Development (Cambridge, England)","Development","0950-1991","1477-9129","Company of Biologists","","v.151(20);Oct 15, 2024","v.136;2009","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Development%22%5Bjournal%5D
"Diabetes &#x0026; Vascular Disease Research","Diab Vasc Dis Res","1479-1641","1752-8984","SAGE Publications","","v.21(3);May-Jun 2024","v.17;2020","Immediate","All"," Full "," ",http://europepmc.org/journals/4035/
"Diabetic Foot &#x0026; Ankle","Diabet Foot Ankle","","2000-625X","Taylor &#x0026; Francis","","v.10(1);2019","v.1;2010","","All"," Full "," No New Content ",http://europepmc.org/journals/1798/
"Diabetes","Diabetes","0012-1797","1939-327X","American Diabetes Association","","v.73(7);Jul 2024","v.54;2005","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Diabetes%22%5Bjournal%5D
"Diabetes Care","Diabetes Care","0149-5992","1935-5548","American Diabetes Association","","v.47(6);Jun 2024","v.31;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Diabetes+Care%22%5Bjournal%5D
"Diabetes &#x0026; Metabolism Journal","Diabetes Metab J","2233-6079","2233-6087","Korean Diabetes Association","","v.48(3);May 2024","v.35;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/1544/
"Diabetes, Metabolic Syndrome and Obesity","Diabetes Metab Syndr Obes","","1178-7007","Dove Press","","v.17;2024","v.1;2008","Immediate","All"," Full "," ",http://europepmc.org/journals/1508/
"Diabetes Spectrum : A Publication of the American Diabetes Association","Diabetes Spectr","1040-9165","1944-7353","American Diabetes Association","","v.37(1);Winter 2024","v.27;2014","12 months","Some"," Full "," ",http://europepmc.org/journals/2598/
"Diabetes Technology &#x0026; Therapeutics","Diabetes Technol Ther","1520-9156","1557-8593","Mary Ann Liebert, Inc.","","v.26(5);May 2024","v.10;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Diabetes+Technol+Ther%22%5Bjournal%5D
"Diabetes Therapy","Diabetes Ther","1869-6953","1869-6961","Springer","","v.15(6);Jun 2024","v.1;2010","Immediate","Some"," Full "," ",http://europepmc.org/journals/1623/
"Diabetology international","Diabetol Int","2190-1678","2190-1686","Springer","","v.15(2);Apr 2024","v.7;2016","12 months","Some"," Full "," ",http://europepmc.org/journals/3577/
"Diabetology &#x0026; Metabolic Syndrome","Diabetol Metab Syndr","","1758-5996","BMC","","v.16;2024","v.1;2009","Immediate","All"," Full "," ",http://europepmc.org/journals/626/
"Diagnostic and Interventional Radiology","Diagn Interv Radiol","1305-3825","1305-3612","Turkish Society of Radiology","","v.30(3);May 2024","v.20;2014","Immediate","Some"," Full "," ",http://europepmc.org/journals/2737/
